"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.678667458E0,-3.950285339E-1,8.415948944E0,1.209619583E1,1.474117355E1
2.688608458E0,-9.675878906E-1,7.466024323E0,1.107741440E1,1.339353782E1
2.698549458E0,-1.578766937E0,6.614894257E0,9.856702881E0,1.197513769E1
2.708490458E0,-2.170336761E0,5.769602051E0,8.431815948E0,1.044481640E1
2.718431458E0,-2.339185638E0,4.843627625E0,6.800358582E0,8.670489885E0
2.728372458E0,-2.148033142E0,3.882027283E0,5.084327087E0,6.747930359E0
2.738313458E0,-1.843117218E0,2.897225189E0,3.517385559E0,4.915587050E0
2.748254458E0,-1.635498962E0,1.862127686E0,2.342927856E0,3.410525959E0
2.758195458E0,-1.367556152E0,8.322692871E-1,1.632355499E0,2.286365341E0
2.768136458E0,-8.153544617E-1,5.403762817E-2,1.333576813E0,1.564017289E0
2.778078458E0,-1.468446350E-1,-4.656816101E-1,1.207089844E0,1.302109289E0
2.788019458E0,4.020639038E-1,-7.782316589E-1,8.887019348E-1,1.247834535E0
2.797960458E0,7.547305298E-1,-9.547146606E-1,2.814147949E-1,1.249116705E0
2.807900750E0,8.554710388E-1,-1.053658905E0,-4.261637878E-1,1.422548193E0
2.817841750E0,7.451504517E-1,-8.455915833E-1,-1.199006653E0,1.645567159E0
2.827782750E0,4.451742554E-1,-3.884422302E-1,-2.131567383E0,2.211932863E0
2.837723750E0,1.968406677E-1,2.320175171E-2,-2.833308105E0,2.840232278E0
2.847664750E0,-9.804611206E-2,3.369493103E-1,-3.028502197E0,3.048765887E0
2.857605750E0,-3.216810608E-1,5.333409119E-1,-2.427951050E0,2.506566882E0
2.867546750E0,-4.165837097E-1,4.215234375E-1,-1.242266693E0,1.376390400E0
2.877487750E0,-3.594026184E-1,-1.751358032E-2,3.071612549E-1,4.731014734E-1
2.887428750E0,-2.627037048E-1,-6.505471802E-1,1.906884613E0,2.031854768E0
2.897369750E0,-1.642085266E-1,-1.331481171E0,3.330574036E0,3.590616932E0
2.907310750E0,6.840774536E-2,-1.710792389E0,4.304897919E0,4.632886391E0
2.917251750E0,2.718347168E-1,-1.447489929E0,4.463717651E0,4.700414501E0
2.927192750E0,4.206253052E-2,-5.545967102E-1,4.113446045E0,4.150877634E0
2.937133750E0,-3.445834351E-1,9.439370728E-1,3.680845642E0,3.815544467E0
2.947074750E0,-5.789959717E-1,2.875969391E0,3.415447540E0,4.502412484E0
