"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.884585792E0,8.847950592E0,-1.063837738E0,8.777746582E-1,8.954801436E0
2.894534792E0,9.614955597E0,-6.194119263E-1,2.121089172E0,9.865599908E0
2.904484792E0,1.032163605E1,2.785707092E-1,1.118623810E0,1.038581203E1
2.914434792E0,1.105196732E1,1.615889740E0,-6.527925110E-1,1.118853070E1
2.924383792E0,1.179621964E1,2.493814087E0,-1.089883575E0,1.210610394E1
2.934333792E0,1.161988632E1,2.288441162E0,-8.562194824E-1,1.187399818E1
2.944282792E0,1.090632019E1,1.684447174E0,-1.112935638E0,1.109160981E1
2.954232792E0,1.115944382E1,1.887724457E0,-7.096742249E-1,1.134020844E1
2.964181792E0,1.136556519E1,1.479373627E0,-1.085991669E0,1.151277535E1
2.974131792E0,1.113609238E1,9.702822876E-1,-8.235873413E-1,1.120858141E1
2.984080792E0,1.114357681E1,7.429051208E-1,3.121009827E-1,1.117267288E1
2.994030792E0,1.032492920E1,4.291575623E-1,2.165097656E0,1.055821893E1
3.003979792E0,9.585017853E0,6.556365967E-2,3.804488525E0,1.031266206E1
3.013929792E0,9.254654846E0,-4.715194702E-2,5.013973389E0,1.052572034E1
3.023879792E0,8.830137634E0,-1.803749084E-1,5.373825073E0,1.033836842E1
3.033828792E0,8.783734131E0,3.948788452E-1,4.706961823E0,9.973234389E0
3.043778792E0,9.425299988E0,1.538800049E0,3.816014557E0,1.028426723E1
3.053727792E0,1.004980133E1,2.085463257E0,3.674409027E0,1.090178634E1
3.063677792E0,9.996362457E0,1.888622589E0,3.796105957E0,1.085838745E1
3.073626792E0,9.504635010E0,1.512604523E0,3.919599152E0,1.039179083E1
3.083576792E0,9.112749939E0,9.964778137E-1,4.169279938E0,1.007065413E1
3.093525792E0,8.815019073E0,4.855902100E-1,5.049150238E0,1.017026436E1
3.103475792E0,8.555758209E0,-8.098159790E-2,6.086044006E0,1.049988039E1
3.113424792E0,8.410410461E0,-4.129911804E-1,7.187603302E0,1.107100750E1
3.123374792E0,8.723559265E0,-2.680924988E-1,8.947792969E0,1.249941434E1
3.133324792E0,8.496780853E0,1.342707825E-1,9.246272278E0,1.255813937E1
3.143273792E0,9.037456512E0,9.066645813E-1,8.074958038E0,1.215329619E1
3.153223792E0,9.769134979E0,1.094673615E0,6.346203003E0,1.170079489E1
3.163172792E0,9.642198944E0,1.250499573E0,4.057013397E0,1.053542156E1
3.173122792E0,9.511820068E0,2.510429535E0,1.448537750E0,9.943602922E0
3.183071792E0,1.034693344E1,4.497247925E0,-1.055455170E0,1.133129543E1
3.193021792E0,1.107067841E1,6.545588379E0,-2.078876953E0,1.302790762E1
3.202970792E0,1.092263626E1,7.248227234E0,-2.565964050E0,1.335758034E1
3.212920792E0,8.776100006E0,6.466852112E0,-3.307372284E0,1.139205069E1
3.222869792E0,6.169869690E0,4.604724426E0,-2.731968842E0,8.169114565E0
3.232819792E0,5.531596985E0,1.973645782E0,-3.465293884E-1,5.883360051E0
3.242768792E0,6.073021088E0,-4.161346436E-1,-3.875440979E-1,6.099585527E0
3.252718792E0,7.279063110E0,-1.390757904E0,-1.547481995E0,7.570579095E0
