"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.913146917E0,1.113459549E1,-6.139737350E1,2.381547546E0,6.244428283E1
2.923113917E0,9.318122864E0,-4.117876831E1,-3.308270416E0,4.234929783E1
2.933080917E0,1.097487762E1,-2.966546036E1,-5.716312866E0,3.214286406E1
2.943047917E0,1.150238068E1,-2.533900726E1,-5.552403717E0,2.837603280E1
2.953014917E0,1.428404617E1,-2.237936188E1,-6.079457703E0,2.723654932E1
2.962981917E0,1.504177048E1,-2.272768753E1,-8.113428040E0,2.843642654E1
2.972948917E0,1.287502625E1,-2.466166580E1,-6.130800934E0,2.848773036E1
2.982915917E0,9.488019562E0,-2.433070404E1,-3.341351624E0,2.632812764E1
2.992882917E0,6.771768036E0,-2.178644485E1,-7.523355103E-1,2.282700222E1
3.002849917E0,5.091661835E0,-1.835947128E1,4.884342957E-1,1.905869287E1
3.012816917E0,3.112477570E0,-1.489088425E1,5.141807556E-1,1.522137747E1
3.022783917E0,1.399589539E0,-1.187854843E1,8.635542297E-1,1.199185097E1
3.032750917E0,4.191284180E-3,-9.058562622E0,1.365011444E0,9.160831326E0
3.042717917E0,-1.043180695E0,-6.563850403E0,1.525028687E0,6.818949374E0
3.052684917E0,-1.719025269E0,-4.406835938E0,1.592089233E0,4.990991783E0
3.062650917E0,-2.015858002E0,-2.691103821E0,1.793869629E0,3.810996130E0
3.072617917E0,-1.816472626E0,-1.176703033E0,1.948049011E0,2.911889040E0
3.082584917E0,-1.836680603E0,-6.256988525E-2,1.805994415E0,2.576611429E0
3.092551917E0,-2.051932983E0,6.813830566E-1,1.444346466E0,2.600163178E0
3.102518917E0,-2.332599335E0,9.750723267E-1,1.626068573E0,3.005974834E0
3.112485917E0,-2.577939148E0,1.420845337E0,2.757565613E0,4.033452594E0
3.122452917E0,-2.656376038E0,2.096390533E0,5.216651917E0,6.218090072E0
3.132419917E0,-3.067271576E0,3.365750885E0,8.248147888E0,9.421697168E0
3.142386917E0,-3.533701630E0,5.266498260E0,9.699529724E0,1.158895716E1
3.152353917E0,-3.741768951E0,7.887847137E0,9.666747894E0,1.302555113E1
3.162320917E0,-4.275259552E0,9.653126221E0,9.536518707E0,1.422694202E1
3.172287917E0,-4.847519531E0,1.072968750E1,9.050629120E0,1.485053962E1
3.182254917E0,-4.556524658E0,1.036788986E1,7.520061951E0,1.359435136E1
3.192221917E0,-2.696941681E0,8.830586700E0,5.697901154E0,1.084983103E1
3.202188917E0,-2.079625397E0,7.404951324E0,4.953499146E0,9.148513524E0
3.212155917E0,-2.008074188E0,6.516698456E0,3.904181213E0,7.857630155E0
3.222122917E0,-2.375859375E0,5.837560730E0,1.605112152E0,6.503707256E0
